time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
187.86284,-0.0475,-0.1393,-0.1424,0.205
187.867741,-0.3651,0.1181,-0.0273,0.385
187.87224,-0.1728,0.2736,-0.098,0.338
187.87727,0.1507,0.034,-0.173,0.232
187.882163,0.5386,-0.3886,-0.2147,0.698
187.886534,0.2927,-0.3331,-0.085,0.452
187.891413,-0.0697,0.1301,0.2528,0.293
187.896153,-0.3208,0.4564,0.403,0.688
187.900557,-0.0339,0.2673,0.3241,0.422
187.905401,0.2416,-0.2047,-0.0727,0.325
187.911317,0.1263,-0.2455,-0.139,0.309
187.914886,-0.287,-0.0963,0.066,0.31
187.919736,-0.4224,0.1702,0.0942,0.465
187.924621,-0.1586,0.107,-0.1244,0.228
187.929402,0.1885,-0.0648,-0.3322,0.387
187.93413,0.4386,-0.3632,-0.1922,0.601
187.938852,0.165,-0.2319,0.1082,0.305
187.94724,-0.1827,0.1639,0.2356,0.34
187.948199,-0.1722,0.3996,0.3671,0.569
187.95279,0.1276,0.1162,0.2409,0.296
187.957395,0.2926,-0.2549,-0.0128,0.388
187.962341,0.0535,-0.2242,-0.0177,0.231
187.967088,-0.3925,0.2285,0.1487,0.478
187.97166,-0.3706,0.4496,0.0766,0.588
187.976511,0.0163,0.1373,-0.18,0.227
187.981387,0.3198,-0.2388,-0.4873,0.63
187.986406,0.2703,-0.379,-0.3937,0.61
187.990624,-0.0967,-0.1954,-0.011,0.218
187.995955,-0.2051,0.1242,0.0796,0.253
188.000761,-0.0047,0.2511,0.1979,0.32
188.004892,0.2988,-0.0452,0.068,0.31
188.009724,0.3252,-0.3199,-0.0612,0.46
188.014996,-0.0374,-0.2696,0.1476,0.31
188.019238,-0.3927,0.2547,0.3219,0.568
188.024023,-0.3138,0.4281,0.2151,0.573
188.028569,0.0299,0.0542,-0.0428,0.075
188.033313,0.3147,-0.3353,-0.3513,0.579
188.038188,0.0899,-0.1614,-0.3156,0.366
188.043009,-0.2281,0.1389,0.0147,0.268
188.047937,-0.2074,0.3797,0.0625,0.437
188.052669,0.0976,0.1771,0.1003,0.226
188.056976,0.4101,-0.2657,-0.0337,0.49
188.062017,0.2223,-0.3962,0.0944,0.464
188.066683,-0.2726,-0.1271,0.3168,0.437
188.071146,-0.4082,0.2725,0.4477,0.664
188.075764,-0.2539,0.3222,0.2832,0.498
188.080963,0.1555,-0.122,-0.0652,0.208
188.085635,0.292,-0.4674,-0.1785,0.579
188.090333,-0.0518,-0.1551,-0.0532,0.172
188.09581,-0.2793,0.2874,0.0384,0.403
188.099756,-0.1687,0.3701,-0.0887,0.416
188.104427,0.2687,-0.0272,-0.2197,0.348
188.109181,0.4467,-0.3593,-0.2029,0.608
188.114198,0.2301,-0.2709,-0.0297,0.357
188.118575,-0.1558,0.0681,0.1948,0.259
188.123445,-0.2593,0.3662,0.2421,0.51
188.12893,0.0792,0.211,0.1134,0.252
188.132888,0.2302,-0.1468,-0.276,0.388
188.137616,0.0341,-0.3829,-0.3729,0.536
188.142434,-0.3502,-0.2185,-0.1981,0.458
188.148893,-0.4519,0.2482,-0.1855,0.548
188.152059,-0.1502,0.3311,-0.2059,0.418
188.156079,0.2679,-0.1751,-0.4921,0.587
188.161244,0.4079,-0.487,-0.5865,0.865
188.165901,0.1675,-0.3029,-0.1957,0.398
188.170803,-0.1948,0.1501,0.1689,0.298
188.17569,-0.1086,0.2432,0.1372,0.3
188.180859,0.1715,0.008,0.0727,0.186
188.185238,0.3455,-0.32,-0.0531,0.474
188.189398,0.0392,-0.2277,-0.0493,0.236
188.194513,-0.2598,0.1389,0.0739,0.304
188.199363,-0.2913,0.4929,-0.0928,0.58
188.203901,-0.0001,0.3218,-0.3672,0.488
188.208617,0.2607,-0.2654,-0.7727,0.858
188.213862,0.1639,-0.4584,-0.7478,0.892
188.218418,-0.1647,-0.2607,-0.5328,0.616
188.222855,-0.1971,0.1487,-0.3619,0.438
188.228408,-0.0065,0.156,-0.4437,0.47
188.2323,0.2109,-0.1309,-0.6297,0.677
188.236619,0.3038,-0.4343,-0.549,0.763
188.242093,-0.0547,-0.2937,-0.298,0.422
188.246686,-0.4819,0.173,-0.2337,0.563
188.251339,-0.3841,0.4791,-0.4499,0.761
188.255996,-0.069,0.3035,-0.7028,0.769
188.26438,0.192,-0.16,-0.9258,0.959
188.266472,0.0621,-0.2636,-1.0192,1.055
188.269907,-0.1285,0.0085,-0.8838,0.893
188.274763,-0.0948,0.3163,-0.7778,0.845
188.279605,0.147,0.2371,-0.6778,0.733
188.284508,0.4252,-0.2589,-0.8924,1.022
188.289188,0.251,-0.428,-0.8208,0.959
188.294272,-0.0404,-0.2207,-0.4504,0.503
188.298737,-0.197,0.1982,-0.3438,0.443
188.303176,0.0175,0.3147,-0.3472,0.469
188.308185,0.1785,0.0411,-0.6262,0.652
188.312893,0.092,-0.1588,-0.8892,0.908
188.317573,-0.0644,-0.2052,-0.8461,0.873
188.322617,-0.3244,0.2138,-0.6322,0.742
188.328202,-0.0842,0.3635,-0.6761,0.772
188.331798,0.1775,0.099,-0.8005,0.826
188.336399,0.4378,-0.3624,-0.8768,1.045
188.341419,0.1412,-0.3121,-0.7626,0.836
188.346219,-0.1912,0.1221,-0.4923,0.542
188.35091,-0.2651,0.4671,-0.3902,0.664
188.355114,-0.0682,0.349,-0.4316,0.559
188.360708,0.0514,-0.0718,-0.6537,0.66
188.365099,-0.0621,-0.2137,-0.694,0.729
188.370046,-0.36,-0.0508,-0.6389,0.735
188.374383,-0.3475,0.2578,-0.6646,0.793
188.379061,-0.0791,0.2554,-0.842,0.883
188.383821,0.1064,0.0157,-1.0896,1.095
188.388495,0.2436,-0.3499,-1.0034,1.09
188.39381,0.0001,-0.2475,-0.6331,0.68
188.398169,-0.199,0.229,-0.4412,0.535
188.402976,-0.1551,0.5258,-0.3979,0.677
188.407498,0.1069,0.2555,-0.5121,0.582
188.412647,0.1583,-0.1738,-0.5784,0.624
188.417704,-0.1081,-0.1676,-0.5685,0.602
188.421985,-0.3725,0.1992,-0.4538,0.62
188.426599,-0.3079,0.5343,-0.5817,0.848
188.431178,0.0171,0.3256,-0.7562,0.824
188.43619,0.3255,-0.1944,-0.9916,1.062
188.440781,0.1573,-0.3731,-1.0117,1.09
188.447868,-0.0806,-0.1279,-0.5994,0.618
188.450439,-0.2555,0.3381,-0.3417,0.544
188.45503,0.0976,0.3541,-0.2191,0.428
188.459634,0.2534,0.0521,-0.2355,0.35
188.464587,0.1427,-0.1904,-0.3661,0.437
188.46903,-0.1045,-0.1176,-0.3674,0.4
188.47393,-0.3881,0.2867,-0.3065,0.572
188.479309,-0.1998,0.4219,-0.5497,0.721
188.483363,-0.0322,0.1857,-0.8196,0.841
188.488221,0.1963,-0.243,-0.874,0.928
188.492891,-0.0038,-0.1555,-0.8569,0.871
188.497771,-0.2216,0.2824,-0.626,0.722
188.502294,-0.2201,0.5314,-0.4587,0.736
188.50738,0.0327,0.2517,-0.369,0.448
188.512674,0.1223,-0.0921,-0.3331,0.367
188.516421,-0.0542,-0.1957,-0.1599,0.258
188.521368,-0.3862,0.0289,-0.0161,0.388
188.52624,-0.3982,0.4177,-0.0724,0.582
188.530802,-0.1636,0.3855,-0.3465,0.544
188.535553,0.0884,0.0073,-0.8086,0.813
188.540296,0.1205,-0.3345,-0.9255,0.991
188.548139,-0.0847,-0.0945,-0.6518,0.664
188.550313,-0.1797,0.3997,-0.3941,0.589
188.55429,0.0295,0.5053,-0.3329,0.606
188.559136,0.2608,0.1117,-0.4054,0.495
188.563838,0.3485,-0.2404,-0.3305,0.537
188.568506,0.0467,-0.0629,-0.0853,0.116
188.573425,-0.3003,0.3694,0.1395,0.496
188.578898,-0.2653,0.5654,-0.1403,0.64
188.583193,0.0018,0.3327,-0.5178,0.615
188.587645,0.1486,-0.0736,-0.7788,0.796
188.592171,-0.0378,-0.2249,-0.7958,0.828
188.597225,-0.1847,0.0047,-0.551,0.581
188.602091,-0.2172,0.5122,-0.5359,0.772
188.606576,0.2012,0.3559,-0.4165,0.584
188.612447,0.3934,-0.0648,-0.4174,0.577
188.616533,0.2618,-0.2162,-0.3379,0.479
188.620689,-0.0726,0.0134,-0.1498,0.167
188.625537,-0.3431,0.5209,0.1131,0.634
188.630288,-0.137,0.5354,-0.1101,0.564
188.635039,0.0294,0.2556,-0.5503,0.607
188.639711,0.181,-0.1547,-0.6314,0.675
188.64774,-0.0955,0.0792,-0.5313,0.546
188.652029,-0.2228,0.368,-0.4458,0.62
188.653912,-0.0934,0.5926,-0.5603,0.821
188.658513,0.144,0.3551,-0.5557,0.675
188.663129,0.3087,-0.0607,-0.4806,0.574
188.668157,0.1259,-0.2452,-0.1689,0.323
188.672472,-0.1933,0.0985,0.0931,0.236
188.677877,-0.1971,0.5248,0.2014,0.596
188.682633,0.0409,0.4064,0.0525,0.412
188.687012,0.23,-0.0383,-0.4278,0.487
188.691824,0.0528,-0.1518,-0.5674,0.59
188.696793,-0.1799,0.1438,-0.3256,0.399
188.701374,-0.2214,0.5269,-0.2655,0.63
188.706446,0.1216,0.4892,-0.4526,0.677
188.711147,0.3672,0.1671,-0.6434,0.759
188.715153,0.4312,-0.1901,-0.4627,0.66
188.721624,0.1153,-0.084,-0.16,0.214
188.725288,-0.2268,0.3818,0.1408,0.466
188.730074,-0.2202,0.687,0.1402,0.735
188.734317,-0.0099,0.3775,-0.1743,0.416
188.739371,0.1662,-0.2662,-0.3917,0.502
188.744651,-0.1717,-0.1974,-0.4841,0.55
188.748701,-0.2744,0.2124,-0.2572,0.432
188.753393,-0.3536,0.6424,-0.3879,0.83
188.758334,0.1658,0.2763,-0.622,0.701
188.762782,0.4204,-0.1436,-0.6888,0.82
188.767775,0.2178,-0.2039,-0.4232,0.518
188.772351,-0.0828,0.0636,0.0065,0.105
188.777741,-0.2535,0.4807,0.2623,0.603
188.782099,-0.0245,0.5526,0.2076,0.591
188.786706,0.1649,0.2158,-0.2127,0.345
188.791102,0.1496,-0.2794,-0.345,0.468
188.795763,-0.15,-0.0776,-0.2622,0.312
188.801179,-0.3482,0.5067,-0.208,0.649
188.805576,-0.0944,0.6448,-0.4105,0.77
188.811124,0.3189,0.089,-0.7067,0.78
188.815263,0.364,-0.3008,-0.7495,0.886
188.819798,0.1909,-0.3265,-0.303,0.485
188.824479,-0.1997,0.165,0.2639,0.37
188.829606,-0.2081,0.5005,0.3995,0.673
188.834256,0.0919,0.2922,0.1161,0.328
188.83877,0.3048,-0.2606,-0.2511,0.473
188.8441,0.0089,-0.3769,-0.3826,0.537
188.84834,-0.3133,0.0534,-0.2654,0.414
188.852864,-0.216,0.5369,-0.229,0.622
188.857591,0.165,0.5275,-0.3639,0.662
188.864903,0.5196,-0.1176,-0.4318,0.686
188.867516,0.3596,-0.4724,-0.2811,0.657
188.87178,-0.1691,-0.0935,0.0396,0.197
188.876047,-0.514,0.6713,0.3111,0.901
188.881439,-0.24,0.6892,0.12,0.74
188.886065,0.2885,-0.1234,-0.4499,0.549
188.891001,0.2535,-0.6349,-0.7878,1.043
188.895792,-0.1226,-0.3733,-0.529,0.659
188.900432,-0.3399,0.3843,-0.243,0.568
188.904953,-0.0153,0.5611,-0.1443,0.58
188.909729,0.3164,-0.0132,-0.18,0.364
188.914286,0.3425,-0.5114,-0.4299,0.751
188.919074,-0.115,-0.4548,-0.2597,0.536
188.924141,-0.5743,0.3509,-0.0426,0.674
188.929085,-0.2002,0.7036,-0.2637,0.778
188.933638,0.3416,0.0759,-0.645,0.734
188.938367,0.6285,-0.7647,-0.6488,1.184
188.942881,0.2069,-0.6017,-0.2822,0.696
188.947713,-0.4537,0.4996,0.1438,0.69
188.952424,-0.5309,1.06,0.0113,1.186
188.956618,0.1755,0.23,-0.4102,0.502
188.961989,0.4735,-0.6118,-0.8102,1.12
188.96645,0.2289,-0.711,-0.4761,0.886
188.971397,-0.3751,0.2251,0.0887,0.446
188.976341,-0.5008,0.7688,0.1272,0.926
188.981093,0.0862,0.1595,-0.4333,0.47
188.98596,0.3514,-0.7387,-0.8523,1.181
188.990046,0.2168,-0.8653,-0.5507,1.048
188.995856,-0.2589,0.2382,-0.0705,0.359
189.000091,-0.4281,0.9716,0.0596,1.063
189.004331,0.0921,0.3132,-0.1866,0.376
189.009283,0.3052,-0.5532,-0.5643,0.847
189.014363,0.195,-0.6671,-0.4927,0.852
189.01868,-0.2709,0.3873,-0.1885,0.509
189.023212,-0.3733,0.9249,-0.0196,0.998
189.028815,0.1089,-0.0035,-0.218,0.244
189.033071,0.2651,-0.8482,-0.6148,1.081
189.037584,0.1456,-0.784,-0.4147,0.899
189.042435,-0.4532,0.5133,-0.0829,0.69
189.047364,-0.2267,0.7889,-0.2521,0.859
189.052466,0.0549,0.0514,-0.7052,0.709
189.05666,0.3163,-0.8031,-0.7707,1.157
189.061919,-0.0032,-0.5495,-0.4462,0.708
189.066055,-0.4681,0.4848,-0.1953,0.702
189.070554,-0.2084,0.4855,-0.2786,0.597
189.075115,0.1729,-0.1688,-0.5798,0.628
189.080446,0.4574,-0.8269,-0.4466,1.045
189.085112,-0.1292,-0.1271,-0.2194,0.285
189.089669,-0.3936,0.6618,-0.2122,0.799
189.095896,-0.1721,0.4996,-0.3711,0.646
189.099297,0.2236,-0.2259,-0.4342,0.538
189.10414,0.0849,-0.5894,-0.3877,0.711
189.108663,-0.4852,0.1321,-0.3842,0.633
189.113645,-0.3299,0.4584,-0.2525,0.619
189.118295,0.1137,0.0037,-0.2124,0.241
189.123103,0.2411,-0.637,-0.2817,0.737
189.128309,-0.2539,-0.3659,-0.5306,0.693
189.132489,-0.4511,0.3679,-0.3691,0.689
189.137215,0.0127,0.2034,-0.0237,0.205
189.141951,0.0931,-0.0925,-0.3364,0.361
189.146716,0.0835,-0.3527,-0.6132,0.712
189.15121,-0.2064,0.1912,-0.3847,0.477
189.156194,-0.0196,0.3747,-0.1629,0.409
189.163748,0.0233,-0.0698,-0.3893,0.396
189.165937,0.0284,-0.4583,-0.4713,0.658
189.170198,-0.1232,-0.2124,-0.2819,0.374
189.174996,-0.2078,0.3066,-0.1271,0.392
189.179754,0.0547,0.1568,-0.2774,0.323
189.184424,0.1397,-0.1767,-0.3888,0.449
189.188998,0.1105,-0.4742,-0.2572,0.551
189.19419,-0.2419,0.0423,-0.3259,0.408
189.198776,-0.0505,0.1462,-0.2848,0.324
189.203287,0.054,-0.0496,-0.2394,0.25
189.208313,0.3152,-0.4715,-0.4316,0.713
189.212872,-0.176,-0.069,-0.5367,0.569
189.217616,-0.189,0.3207,-0.2329,0.439
189.222636,-0.0262,0.1804,-0.3446,0.39
189.228474,0.1595,-0.3289,-0.5077,0.626
189.231781,-0.1974,-0.2834,-0.356,0.496
189.236614,-0.3056,0.2172,-0.3385,0.505
189.241351,0.0757,0.0824,-0.402,0.417
189.246332,0.1599,-0.2933,-0.432,0.546
189.250836,0.0781,-0.5376,-0.3714,0.658
189.255786,-0.2598,0.0933,-0.4062,0.491
189.264306,-0.173,0.3344,-0.1702,0.413
189.265229,-0.0299,0.0326,-0.2778,0.281
189.269855,0.255,-0.3901,-0.4461,0.645
189.274198,-0.1506,-0.0025,-0.3187,0.353
189.279281,-0.2926,0.5052,-0.1784,0.611
189.284268,0.1741,-0.0496,-0.2246,0.289
189.288678,0.1392,-0.481,-0.1468,0.522
189.294092,-0.0137,-0.3821,-0.2023,0.433
189.298449,-0.3134,0.4087,-0.1954,0.551
189.302937,-0.0271,0.3198,-0.1791,0.367
189.307538,0.1195,-0.0484,-0.3862,0.407
189.312576,0.2229,-0.4562,-0.4398,0.672
189.317302,-0.4349,0.1217,-0.4409,0.631
189.322196,-0.0293,0.1585,-0.3281,0.366
189.326759,0.0979,-0.1561,-0.3396,0.386
189.331598,0.2631,-0.4823,-0.2368,0.598
189.336133,-0.1572,0.0769,-0.3482,0.39
189.341027,-0.0193,0.3893,-0.0933,0.401
189.346676,0.0418,0.1724,-0.1445,0.229
189.350249,0.2933,-0.3938,-0.2709,0.561
189.354607,-0.2645,-0.0489,-0.244,0.363
189.35976,-0.3729,0.5208,-0.2604,0.691
189.364747,0.0889,0.1888,-0.2057,0.293
189.369347,0.2913,-0.4773,-0.1087,0.57
189.374083,0.1604,-0.6158,-0.2778,0.694
189.379384,-0.2929,0.2387,-0.3032,0.484
189.38325,-0.0357,0.3931,-0.1479,0.421
189.388175,0.22,0.0052,-0.2122,0.306
189.392818,0.2562,-0.4173,-0.261,0.555
189.397981,-0.2402,0.2837,-0.3808,0.532
189.402455,-0.0164,0.5326,-0.1251,0.547
189.407319,0.1298,0.1341,-0.109,0.216
189.412762,0.428,-0.6738,-0.1682,0.816
189.41671,-0.4112,-0.0039,-0.4263,0.592
189.421385,-0.0717,0.4325,-0.2742,0.517
189.426229,0.0083,0.4002,-0.2423,0.468
189.430705,0.3881,-0.4384,-0.2628,0.642
189.435489,-0.1326,-0.2308,-0.5016,0.568
189.440359,-0.2224,0.2314,-0.3211,0.454
189.447661,-0.1933,0.3337,-0.1328,0.408
189.449951,0.4109,-0.3051,-0.164,0.537
189.454469,0.0138,-0.0985,-0.4891,0.499
189.45924,-0.0813,0.3199,-0.2087,0.39
189.463939,-0.1476,0.5497,-0.1448,0.587
189.468439,0.3,-0.0956,-0.1145,0.335
189.473431,-0.1057,-0.1897,-0.2315,0.317
189.479432,-0.0815,0.0301,-0.286,0.299
189.48322,-0.1103,0.3524,-0.3499,0.509
189.487671,0.3033,-0.0635,-0.3133,0.441
189.492363,-0.0081,-0.082,-0.2863,0.298
189.497301,0.0675,-0.0434,-0.3595,0.368
189.502034,-0.1047,0.1514,-0.3136,0.364
189.506551,0.1382,0.0742,-0.2061,0.259
189.512565,-0.0907,0.1495,-0.3319,0.375
189.515782,-0.0523,0.0912,-0.2242,0.248
189.520863,-0.0527,0.1378,-0.3503,0.38
189.525566,0.2229,-0.0722,-0.0858,0.249
189.530517,-0.2348,0.123,-0.3786,0.462
189.535087,0.0799,-0.0348,-0.0661,0.109
189.539873,-0.1494,0.2644,-0.1694,0.348
189.544686,0.1648,0.1529,-0.134,0.262
189.549191,-0.1832,0.0852,-0.2411,0.315
189.55382,0.0075,-0.1292,-0.2904,0.318
189.558811,-0.1883,0.1612,-0.2541,0.355
189.563296,0.254,0.0885,-0.1847,0.326
189.568259,-0.0714,0.1256,-0.1297,0.194
189.572858,0.0758,0.0106,-0.3076,0.317
189.57837,-0.0729,0.2571,-0.1806,0.323
189.582481,0.2169,0.2406,-0.0688,0.331
189.58718,-0.1272,0.248,-0.0243,0.28
189.591792,-0.0226,-0.1054,-0.2414,0.264
189.596189,-0.0329,-0.024,-0.3097,0.312
189.601634,0.1427,0.09,-0.3013,0.345
189.60629,-0.1391,0.3312,-0.3025,0.47
189.611542,0.0135,0.0294,-0.3845,0.386
189.615566,-0.0728,0.0955,-0.357,0.377
189.620169,0.1365,0.1563,-0.192,0.283
189.625223,-0.1118,0.2736,-0.1898,0.351
189.629765,0.0596,-0.0515,-0.2546,0.266
189.634608,-0.079,0.096,-0.1909,0.228
189.639422,0.2163,0.1333,-0.1465,0.293
189.647528,-0.1175,0.2555,-0.2258,0.361
189.649379,-0.0309,0.1016,-0.5562,0.566
189.653456,0.0218,0.2052,-0.4714,0.515
189.658161,0.1266,0.1798,-0.0929,0.239
189.663083,-0.0451,0.1214,-0.2538,0.285
189.667786,0.0027,0.035,-0.3664,0.368
189.672432,0.1548,0.0063,-0.1648,0.226
189.678644,0.0735,0.0585,-0.0404,0.102
189.682148,-0.0023,0.0771,-0.0543,0.094
189.686587,-0.1107,0.1952,-0.2585,0.342
189.691366,0.062,0.1985,-0.2048,0.292
189.696203,-0.1275,0.2634,-0.0562,0.298
189.701287,-0.0641,0.0287,-0.0607,0.093
189.705554,-0.1061,0.076,-0.2695,0.299
189.710333,0.0663,-0.0005,-0.1536,0.167
189.714825,-0.1139,0.1514,-0.081,0.206
189.720991,-0.0979,-0.0586,-0.2174,0.245
189.72438,-0.2152,0.1081,-0.4193,0.484
189.729689,-0.0751,0.1974,-0.1589,0.264
189.734419,-0.1119,0.2385,-0.1,0.282
189.738874,-0.1962,-0.0055,-0.1177,0.229
189.743506,-0.2043,0.0894,-0.121,0.254
189.74822,-0.0697,0.1123,-0.1856,0.228
189.752739,-0.0502,-0.0168,-0.1448,0.154
189.757347,-0.1591,-0.0405,-0.4032,0.435
189.762322,-0.0535,0.1307,-0.4274,0.45
189.767444,-0.1529,0.2292,-0.0005,0.276
189.771837,-0.0524,-0.124,0.0813,0.157
189.776814,-0.2854,0.1569,-0.1939,0.379
189.781831,-0.0087,0.0795,-0.1867,0.203
189.786472,0.0001,0.1926,-0.2791,0.339
189.790776,0.028,0.0248,-0.5176,0.519
189.795861,-0.0107,0.0435,-0.4556,0.458
189.800413,-0.0536,0.1,-0.209,0.238
189.805148,-0.1295,0.0422,-0.1164,0.179
189.810092,-0.1718,-0.1576,-0.2526,0.344
189.814583,0.0662,-0.1848,-0.2312,0.303
189.819304,0.027,0.1108,-0.1765,0.21
189.824215,0.221,0.0529,-0.0745,0.239
189.829628,-0.0138,0.0571,-0.1205,0.134
189.833574,0.0336,0.1088,-0.2185,0.246
189.83824,-0.0855,0.2977,-0.3825,0.492
189.843235,0.0005,-0.2363,-0.3222,0.4
189.847661,-0.0808,-0.2344,-0.2153,0.328
189.852419,0.2377,-0.1138,-0.0759,0.274
189.85721,-0.0827,0.2098,-0.1369,0.264
189.864338,0.0695,-0.1432,-0.4629,0.489
189.86675,0.1163,-0.1041,-0.6822,0.7
189.871167,0.0583,0.1531,-0.1927,0.253
189.876001,0.0768,-0.0428,-0.0489,0.101
189.880874,-0.195,-0.0757,-0.1248,0.244
189.885582,-0.1278,0.0293,-0.0054,0.131
189.890411,0.0767,0.1286,-0.2143,0.261
189.895569,0.1087,0.0326,-0.4023,0.418
189.900116,0.1358,-0.1481,-0.4418,0.485
189.904458,-0.0366,0.1426,-0.1441,0.206
189.909173,-0.0891,0.1603,-0.2426,0.304
189.914115,-0.0843,-0.2018,-0.3023,0.373
189.918585,0.0294,-0.2429,-0.2428,0.345
189.92323,0.0329,0.1149,-0.1979,0.231
189.92873,0.255,0.0759,0.0179,0.267
189.933179,0.0911,-0.0244,-0.1524,0.179
189.938047,0.1849,0.0232,-0.2929,0.347
189.942425,0.0171,0.3741,-0.3378,0.504
189.947182,0.0834,-0.0988,-0.1641,0.209
189.951833,-0.2073,-0.1265,0.0604,0.25
189.95662,-0.04,0.0833,-0.1156,0.148
189.965348,0.0165,0.2106,0.1089,0.238
189.966119,0.2057,-0.1329,-0.1096,0.268
189.971269,0.2085,-0.1366,-0.3028,0.392
189.975568,-0.1019,0.1967,-0.2621,0.343
189.980281,0.0318,-0.1371,-0.2783,0.312
189.985185,-0.0447,0.0538,-0.413,0.419
189.989605,-0.0165,0.2289,-0.1956,0.302
189.995049,0.1684,0.1605,0.0392,0.236
189.999358,0.1242,-0.0355,-0.1409,0.191
190.004098,0.0902,-0.0352,-0.2436,0.262
190.008763,-0.0766,0.34,-0.2365,0.421
190.013733,0.1283,0.0097,0.1788,0.22
190.018287,-0.0389,-0.1707,0.0021,0.175
190.023169,0.0231,-0.0269,-0.2113,0.214
190.027878,0.0464,0.2058,-0.0525,0.217
190.032373,0.2219,0.0238,-0.023,0.224
190.037183,0.1161,0.0236,-0.0695,0.137
190.042066,-0.2075,0.479,-0.3915,0.653
190.047759,0.0461,0.1097,-0.2032,0.235
190.051575,-0.1252,-0.1286,-0.0021,0.179
190.056131,0.1795,-0.1228,-0.0067,0.218
190.060935,-0.1545,0.3101,0.0029,0.346
190.065842,0.1077,0.0085,-0.2483,0.271
190.070543,0.1783,-0.0627,-0.3837,0.428
190.075028,-0.1362,0.3602,-0.224,0.446
190.079938,-0.0398,0.0725,-0.018,0.085
190.08472,-0.1201,0.0339,-0.2029,0.238
190.089426,-0.1146,0.176,-0.2677,0.34
190.094638,0.057,0.2931,0.0573,0.304
190.098904,0.1661,0.0962,-0.0856,0.21
190.10378,0.0133,0.0907,-0.2558,0.272
190.108277,-0.1527,0.5456,-0.1592,0.588
190.112966,-0.0279,0.242,0.2736,0.366
190.118046,0.0055,-0.2013,0.1713,0.264
190.122457,-0.0612,-0.1332,-0.1629,0.219
190.128272,0.0199,0.072,0.0329,0.082
190.132124,0.0437,0.1615,0.1987,0.26
190.136638,0.0484,0.1175,0.1642,0.208
190.141358,-0.1513,0.5389,-0.364,0.668
190.146161,0.1207,0.1216,-0.3518,0.391
190.151031,-0.037,-0.1974,0.0119,0.201
190.155359,0.0772,-0.0202,-0.2255,0.239
190.160944,0.0957,0.2173,0.052,0.243
190.167099,0.1429,0.0257,0.1852,0.235
190.17003,0.0567,0.1204,-0.1195,0.179
190.174571,0.0281,0.0957,-0.2034,0.227
190.179051,-0.0525,-0.0664,-0.2483,0.262
190.184274,0.0144,0.0622,-0.2693,0.277
190.188434,0.0996,0.1139,-0.1669,0.225
190.193265,0.0654,0.1509,-0.4496,0.479
190.198005,0.1837,-0.1493,-0.5782,0.625
190.202889,-0.0933,0.1983,-0.4878,0.535
190.20749,0.0258,0.0353,-0.4744,0.476
190.21224,0.0303,-0.1928,-0.5136,0.549
190.217023,-0.1555,-0.1533,-0.4438,0.495
190.221644,-0.0315,-0.0239,-0.1515,0.157
190.226423,-0.0082,0.0901,-0.2078,0.227
190.231,0.1481,0.0039,-0.235,0.278
190.235471,-0.124,0.3883,-0.2766,0.493
190.241057,0.0143,0.1098,-0.024,0.113
190.247449,-0.124,-0.0952,0.0556,0.166
190.250107,0.0378,-0.1514,-0.1074,0.189
190.255303,-0.1152,0.2009,0.1348,0.268
190.259695,0.2462,-0.0286,-0.0279,0.249
190.264387,0.2205,-0.033,-0.1133,0.25
190.26902,0.0434,0.0954,-0.165,0.195
190.273892,-0.1419,-0.0098,-0.2778,0.312
190.278879,0.0157,-0.1284,-0.2658,0.296
190.283677,0.1862,-0.1795,-0.1396,0.294
190.288109,0.2086,0.083,-0.2799,0.359
190.292876,0.2934,-0.1501,-0.286,0.436
190.298019,-0.1213,0.0315,-0.2161,0.25
190.302448,0.0035,-0.0732,-0.1799,0.194
190.30708,-0.02,-0.1437,-0.1343,0.198
190.312631,0.0659,-0.4273,-0.1838,0.47
190.31637,0.199,-0.3572,-0.0427,0.411
190.321594,0.0085,-0.0884,-0.1591,0.182
190.326396,0.0047,0.0405,-0.17,0.175
190.331028,-0.256,0.3297,-0.3522,0.546
190.33566,-0.021,-0.2141,-0.277,0.351
190.340443,-0.0014,-0.3499,-0.1503,0.381
190.347125,0.0565,-0.1998,-0.471,0.515
190.349758,-0.2522,0.1341,-0.0962,0.301
190.354269,-0.0124,-0.0568,-0.0045,0.058
190.359199,0.0448,-0.0848,-0.3175,0.332
190.363914,0.2444,-0.3023,-0.2437,0.459
190.368493,-0.165,-0.2285,-0.2225,0.359
190.37327,-0.0539,-0.1554,-0.249,0.298
190.378877,-0.0341,-0.0259,0.0378,0.057
190.382871,-0.1572,0.1452,-0.0147,0.214
190.387511,0.1248,-0.3258,-0.0716,0.356
190.39206,-0.1035,-0.0715,-0.2515,0.281
190.396937,-0.1353,-0.0186,-0.0554,0.147
190.401829,0.0135,-0.1418,0.1061,0.178
190.406731,-0.2427,-0.1453,-0.2463,0.375
190.411895,0.0065,-0.2912,-0.0878,0.304
190.415899,0.0549,-0.0988,-0.0584,0.127
190.420646,-0.0822,0.0824,-0.1858,0.219
190.42557,0.1238,0.006,-0.2414,0.271
190.430221,-0.228,0.0297,-0.4014,0.463
190.434583,0.0308,-0.2505,-0.0756,0.263
190.440063,-0.154,-0.0395,-0.0941,0.185
190.444754,0.0189,-0.1672,-0.2879,0.333
190.449297,-0.0753,-0.0993,-0.3471,0.369
